2347,"2475 EAST 11 STREET, New York City, NY, ",Match,Exact,"2475 E 11TH ST, NEW YORK, NY, 10009","-73.976685,40.726303",59654788,L,36,61,2800,4002
1015,"188 EAST 64 STREET, New York City, NY, ",Match,Exact,"188 E 64TH ST, NEW YORK, NY, 10065","-73.96474,40.764862",59657464,R,36,61,12000,2002
2346,"2781 OCEAN AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1014,"140 EAST 63 STREET, New York City, NY, ",Match,Exact,"140 E 63RD ST, NEW YORK, NY, 10065","-73.96619,40.764656",59657468,R,36,61,11402,1000
2345,"1917 AVENUE X, New York City, NY, ",No_Match,,,,,,,,,
1013,"130 EAST 63 STREET, New York City, NY, ",Match,Exact,"130 E 63RD ST, NEW YORK, NY, 10065","-73.96673,40.764885",59657434,R,36,61,11402,2000
2344,"2752 OCEAN AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1012,"166 EAST 63 STREET, New York City, NY, ",Match,Exact,"166 E 63RD ST, NEW YORK, NY, 10065","-73.96561,40.76441",59657468,R,36,61,11402,1000
2343,"2736 OCEAN AVENUE, New York City, NY, ",No_Match,,,,,,,,,
3674,"49 EAST 21 STREET, New York City, NY, ",Match,Exact,"49 E 21ST ST, NEW YORK, NY, 10010","-73.98785,40.73914",59653620,L,36,61,5600,3000
3675,"1825 MADISON AVENUE, New York City, NY, ",No_Match,,,,,,,,,
3676,"304 BOWERY, New York City, NY, ",Match,Exact,"304 BOWERY, NEW YORK, NY, 10012","-73.992424,40.724655",59661279,L,36,61,5502,2010
3677,"129 LAFAYETTE STREET, New York City, NY, ",Match,Exact,"129 LAFAYETTE ST, NEW YORK, NY, 10013","-74.000084,40.718914",59660323,R,36,61,4500,1011
3678,"455 CENTRAL PARK WEST, New York City, NY, ",Match,Exact,"455 CENTRAL PARK W, NEW YORK, NY, 10025","-73.96008,40.79799",59656930,L,36,61,18900,1000
3679,"7 HUBERT STREET, New York City, NY, ",Match,Exact,"7 HUBERT ST, NEW YORK, NY, 10013","-74.00894,40.721375",59660148,L,36,61,3900,4000
3690,"227 EAST 111 STREET, New York City, NY, ",Match,Exact,"227 E 111TH ST, NEW YORK, NY, 10029","-73.941666,40.79448",59658059,L,36,61,18000,3000
3691,"160 WOOSTER STREET, New York City, NY, ",Match,Exact,"160 WOOSTER ST, NEW YORK, NY, 10012","-73.99966,40.725903",59662022,R,36,61,4900,1001
3692,"29 WEST 19 STREET, New York City, NY, ",Match,Exact,"29 W 19TH ST, NEW YORK, NY, 10011","-73.9924,40.739525",59653504,R,36,61,5400,1002
3693,"2770 BROADWAY, New York City, NY, ",No_Match,,,,,,,,,
3694,"177 EAST 77 STREET, New York City, NY, ",Match,Exact,"177 E 77TH ST, NEW YORK, NY, 10075","-73.95897,40.773277",59657396,L,36,61,14000,3001
3695,"195 BOWERY, New York City, NY, ",Match,Exact,"195 BOWERY, NEW YORK, NY, 10002","-73.99377,40.72099",642471896,R,36,61,1800,5001
