,address,City,State,Zip
-6589,1854 ADAM C POWELL BOULEV,New York City,NY, 
-6581,268 PARK AVENUE SOUTH,New York City,NY, 
-6579,526 EAST 6 STREET,New York City,NY, 
-6576,305 EAST 44 STREET,New York City,NY, 
-6566,2053 FREDRICK DOUGLASS BL,New York City,NY, 
-6552,1191 2 AVENUE,New York City,NY, 
-6536,630 LENOX AVENUE,New York City,NY, 
-6521,320 EAST 22 STREET,New York City,NY, 
-6519,725 WEST 184 STREET,New York City,NY, 
-6517,46 WEST 87 STREET,New York City,NY, 
-6513,330 WEST 15 STREET,New York City,NY, 
-6510,233 EAST 89 STREET,New York City,NY, 
-6496,408 EAST 83 STREET,New York City,NY, 
-6488,133 EAST 17 STREET,New York City,NY, 
-6483,125 EAST 15 STREET,New York City,NY, 
-6481,442 WEST 57 STREET,New York City,NY, 
-6480,440 EAST 13 STREET,New York City,NY, 
-6453,274 WEST 115 STREET,New York City,NY, 
-6443,69 BROADWAY,New York City,NY, 
-6441,340 EAST 57 STREET,New York City,NY, 
-6438,27 WEST 71 STREET,New York City,NY, 
-6419,313 EDGECOMBE AVENUE,New York City,NY, 
-6405,321 EAST 91 STREET,New York City,NY, 
-6386,106 WEST 114 STREET,New York City,NY, 
-6377,730 RIVERSIDE DRIVE,New York City,NY, 
-6368,315 EAST 105 STREET,New York City,NY, 
-6359,525 WEST 49 STREET,New York City,NY, 
-6340,2228 ADAM C POWELL BOULEV,New York City,NY, 
-6339,323 EAST 83 STREET,New York City,NY, 
-6338,236 EAST 89 STREET,New York City,NY, 
-6327,347 EAST 33 STREET,New York City,NY, 
-6322,832 WEST END AVENUE,New York City,NY, 
-6317,614 10 AVENUE,New York City,NY, 
-6313,235 EAST 46 STREET,New York City,NY, 
-6310,206 EAST 70 STREET,New York City,NY, 
-6307,126 EAST 104 STREET,New York City,NY, 
-6302,328 EAST 55 STREET,New York City,NY, 
-6294,393 EDGECOMBE AVENUE,New York City,NY, 
-6286,360 WEST 119 STREET,New York City,NY, 
-6285,519 WEST 143 STREET,New York City,NY, 
-6273,82 FULTON STREET,New York City,NY, 
-6253,560 WEST 170 STREET,New York City,NY, 
-6251,2295 2 AVENUE,New York City,NY, 
-6240,115 WEST 13 STREET,New York City,NY, 
-6234,307 EAST 119 STREET,New York City,NY, 
-6229,3653 BROADWAY,New York City,NY, 
-6227,144 EAST 22 STREET,New York City,NY, 
-6219,40 WEST 127 STREET,New York City,NY, 
-6211,1595 LEXINGTON AVENUE,New York City,NY, 
-6208,95 WORTH STREET,New York City,NY, 
-6206,311 EAST 54 STREET,New York City,NY, 
-6183,225 WEST 105 STREET,New York City,NY, 
-6180,48 STUYVESANT STREET,New York City,NY, 
-6168,10 LIBERTY STREET,New York City,NY, 
-6166,91 EAST 116 STREET,New York City,NY, 
-6152,3440 BROADWAY,New York City,NY, 
-6150,240 WEST 122 STREET,New York City,NY, 
-6138,541 WEST 49 STREET,New York City,NY, 
-6125,150 EAST 57 STREET,New York City,NY, 
-6121,81 PERRY STREET,New York City,NY, 
-6116,50 BATTERY PLACE,New York City,NY, 
-6114,208 WEST 88 STREET,New York City,NY, 
-6112,419 WEST 118 STREET,New York City,NY, 
-6106,133 WEST 132 STREET,New York City,NY, 
-6102,22 RIVER TERRACE,New York City,NY, 
-6095,609 WEST 174 STREET,New York City,NY, 
-6085,182 BENNETT AVENUE,New York City,NY, 
-6073,1080 AMSTERDAM AVENUE,New York City,NY, 
-6069,120 WEST 116 STREET,New York City,NY, 
-6056,2139 BROADWAY,New York City,NY, 
-6042,860 9 AVENUE,New York City,NY, 
-6037,630 WEST 136 STREET,New York City,NY, 
-6036,332 EAST 18 STREET,New York City,NY, 
-6033,527 EAST 13 STREET,New York City,NY, 
-6032,261 3 AVENUE,New York City,NY, 
-6011,3611 HENRY HUDSON PARKWAY,New York City,NY, 
-6010,150 WEST 197 STREET,New York City,NY, 
-6009,2185 HONE AVENUE,New York City,NY, 
-6008,2161 BARNES AVENUE,New York City,NY, 
-6007,6225 BROADWAY,New York City,NY, 
-6006,2225 HOLLAND AVENUE,New York City,NY, 
-6003,2010 POWELL AVENUE,New York City,NY, 
-6001,2100 BRONX PARK EAST,New York City,NY, 
-6000,1560 PELHAM PARKWAY SOUTH,New York City,NY, 
-5997,2732 MARION AVENUE,New York City,NY, 
-5996,501 COMMONWEALTH AVENUE,New York City,NY, 
-5989,2805 POND PLACE,New York City,NY, 
-5988,6063 BROADWAY,New York City,NY, 
-5987,545 WEST 236 STREET,New York City,NY, 
-5986,3424 KINGSBRIDGE AVENUE,New York City,NY, 
-5976,2160 HOLLAND AVENUE,New York City,NY, 
-5975,2021 DAVIDSON AVENUE,New York City,NY, 
-5972,1402 BRISTOW STREET,New York City,NY, 
-5964,600 WEST 239 STREET,New York City,NY, 
-5963,2418 BEAUMONT AVENUE,New York City,NY, 
-5960,147 BRUCKNER BOULEVARD,New York City,NY, 
-5956,755 EAST 168 STREET,New York City,NY, 
-5953,2082 MOHEGAN AVENUE,New York City,NY, 
-5945,1240 MORRISON AVENUE,New York City,NY, 
-5941,501 EAST 165 STREET,New York City,NY, 
-5938,0 EAST 156 STREET,New York City,NY, 
-5934,1355 GRAND CONCOURSE,New York City,NY, 
-5930,390 EAST 153 STREET,New York City,NY, 
-5928,718 EAST 236 STREET,New York City,NY, 
-5921,755 MC DONALD AVENUE,New York City,NY, 
-5919,69 BAY 29 STREET,New York City,NY, 
-5918,108 ATLANTIC AVENUE,New York City,NY, 
-5916,388 AVENUE X,New York City,NY, 
-5915,3685 NOSTRAND AVENUE,New York City,NY, 
-5913,2225 BENSON AVENUE,New York City,NY, 
-5912,1685 EAST 5 STREET,New York City,NY, 
-5911,186 HOOPER STREET,New York City,NY, 
-5909,1753 47 STREET,New York City,NY, 
-5899,63 FT GREENE PLACE,New York City,NY, 
-5895,543 EAST 21 STREET,New York City,NY, 
-5892,142 REMSEN STREET,New York City,NY, 
-5886,42 SIDNEY PLACE,New York City,NY, 
-5884,396 MONTGOMERY STREET,New York City,NY, 
-5882,844 42 STREET,New York City,NY, 
-5878,364 LINCOLN PLACE,New York City,NY, 
-5877,1644 55 STREET,New York City,NY, 
-5874,354 STATE STREET,New York City,NY, 
-5873,2611 WEST 2 STREET,New York City,NY, 
-5871,9302 KINGS HIGHWAY,New York City,NY, 
-5866,690 FULTON STREET,New York City,NY, 
-5861,225 FOSTER AVENUE,New York City,NY, 
-5859,254 92 STREET,New York City,NY, 
-5853,1587 CARROLL STREET,New York City,NY, 
-5849,415 WASHINGTON AVENUE,New York City,NY, 
-5847,573 78 STREET,New York City,NY, 
-5841,1061 BERGEN STREET,New York City,NY, 
-5836,686 FULTON STREET,New York City,NY, 
-5835,6716 5 AVENUE,New York City,NY, 
-5833,939 THOMAS S BOYLAND STRE,New York City,NY, 
-5832,9727 3 AVENUE,New York City,NY, 
-5830,2222 EAST 18 STREET,New York City,NY, 
-5826,452 PARK PLACE,New York City,NY, 
-5821,30 BAY 25 STREET,New York City,NY, 
-5817,322 LINDEN BOULEVARD,New York City,NY, 
-5812,501 BRIGHTWATER COURT,New York City,NY, 
-5811,2323 EAST 12 STREET,New York City,NY, 
-5810,355 12 STREET,New York City,NY, 
-5809,102 MACON STREET,New York City,NY, 
-5806,107 GREENPOINT AVENUE,New York City,NY, 
-5804,360 UNION STREET,New York City,NY, 
-5799,88 ADELPHI STREET,New York City,NY, 
-5790,180 PROSPECT PARK WEST,New York City,NY, 
-5787,917 GREENE AVENUE,New York City,NY, 
-5786,24 COVERT STREET,New York City,NY, 
-5782,1500 BUSHWICK AVENUE,New York City,NY, 
-5781,1116 AVENUE H,New York City,NY, 
-5780,10 SACKMAN STREET,New York City,NY, 
-5779,324 BRADFORD STREET,New York City,NY, 
-5778,767 BLAKE AVENUE,New York City,NY, 
-5776,1402 BROOKLYN AVENUE,New York City,NY, 
-5772,1212 LINCOLN PLACE,New York City,NY, 
-5771,421 ROGERS AVENUE,New York City,NY, 
-5764,1646 UNION STREET,New York City,NY, 
-5758,257 SARATOGA AVENUE,New York City,NY, 
-5755,163 VERNON AVENUE,New York City,NY, 
-5753,5512 15 AVENUE,New York City,NY, 
-5750,370 SOUTH 2 STREET,New York City,NY, 
-5746,2164 CATON AVENUE,New York City,NY, 
-5744,1740 CARROLL STREET,New York City,NY, 
-5743,638 EAST 2 STREET,New York City,NY, 
-5742,5217 13 AVENUE,New York City,NY, 
-5739,354 SOUTH 2 STREET,New York City,NY, 
-5732,89 7 AVENUE,New York City,NY, 
-5731,70 PROSPECT PARK SOUTHWES,New York City,NY, 
-5711,988 BERGEN STREET,New York City,NY, 
-5701,373 SOUTH 2 STREET,New York City,NY, 
-5698,1463 EAST 3 STREET,New York City,NY, 
-5696,477 CLINTON AVENUE,New York City,NY, 
-5691,407 WASHINGTON AVENUE,New York City,NY, 
-5676,262 ST JAMES PLACE,New York City,NY, 
-5671,154 JOHNSON AVENUE,New York City,NY, 
-5667,385 SOUTH 2 STREET,New York City,NY, 
-5666,600 OCEAN AVENUE,New York City,NY, 
-5652,1015 WASHINGTON AVENUE,New York City,NY, 
-5645,163 CARLTON AVENUE,New York City,NY, 
-5635,6816 13 AVENUE,New York City,NY, 
-5625,301 100 STREET,New York City,NY, 
-5624,218 25 STREET,New York City,NY, 
-5614,163 FRANKLIN STREET,New York City,NY, 
-5610,3031 BRIGHTON 14 STREET,New York City,NY, 
-5604,309 WASHINGTON AVENUE,New York City,NY, 
-5592,140 RODNEY STREET,New York City,NY, 
-5578,40 WYCKOFF STREET,New York City,NY, 
-5569,534 5 AVENUE,New York City,NY, 
-5560,259 LEXINGTON AVENUE,New York City,NY, 
-5536,915 84 STREET,New York City,NY, 
-5534,474 OVINGTON AVENUE,New York City,NY, 
-5515,2980 BRIGHTON 12 STREET,New York City,NY, 
-5496,266 WASHINGTON AVENUE,New York City,NY, 
-5489,3046 WEST 22 STREET,New York City,NY, 
-5472,2282 OCEAN AVENUE,New York City,NY, 
-5465,279 KOSCIUSZKO STREET,New York City,NY, 
-5460,765 GRAND STREET,New York City,NY, 
-5458,477 3 STREET,New York City,NY, 
-5445,5301 5 AVENUE,New York City,NY, 
-5442,4219 12 AVENUE,New York City,NY, 
-5441,404 8 AVENUE,New York City,NY, 
-5433,256 GATES AVENUE,New York City,NY, 
-5413,12 CLARK STREET,New York City,NY, 
-5403,400 RUGBY ROAD,New York City,NY, 
-5400,34 BERRY STREET,New York City,NY, 
-5391,601 PROSPECT AVENUE,New York City,NY, 
-5375,359 BROADWAY,New York City,NY, 
-5373,767 4 AVENUE,New York City,NY, 
-5367,868 50 STREET,New York City,NY, 
-5357,246 PACIFIC STREET,New York City,NY, 
-5354,6224 BAY PARKWAY,New York City,NY, 
-5351,2225 DITMAS AVENUE,New York City,NY, 
-5348,437 PROSPECT AVENUE,New York City,NY, 
-5304,2039 HOMECREST AVENUE,New York City,NY, 
-5273,288 9 STREET,New York City,NY, 
-5195,265 4 AVENUE,New York City,NY, 
-5182,211 CLINTON STREET,New York City,NY, 
-5175,326 ST JOHN'S PLACE,New York City,NY, 
-5169,1357 EASTERN PARKWAY,New York City,NY, 
-5142,440 ST JOHN'S PLACE,New York City,NY, 
-5138,25 WASHINGTON STREET,New York City,NY, 
-5132,82 PIERREPONT STREET,New York City,NY, 
-5121,281 NORTH 7 STREET,New York City,NY, 
-5116,2102 EAST 15 STREET,New York City,NY, 
-5109,5313 6 AVENUE,New York City,NY, 
-5108,18 IRVING AVENUE,New York City,NY, 
-5079,189 8 AVENUE,New York City,NY, 
-5073,1602 WEST 10 STREET,New York City,NY, 
-5070,61 SCHERMERHORN STREET,New York City,NY, 
-5063,1599 WEST 10 STREET,New York City,NY, 
-5008,1965 BAY RIDGE AVENUE,New York City,NY, 
-5002,745 LINCOLN PLACE,New York City,NY, 
-4993,166 SOUTH 9 STREET,New York City,NY, 
-4968,99 66 AVENUE,New York City,NY, 
-4949,65 SAUNDERS STREET,New York City,NY, 
-4948,81 PETTIT AVENUE,New York City,NY, 
-4945,72 72 ROAD,New York City,NY, 
-4944,78 34 AVENUE,New York City,NY, 
-4940,65 99 STREET,New York City,NY, 
-4937,107 70 AVENUE,New York City,NY, 
-4935,40 79 STREET,New York City,NY, 
-4932,84 AUSTIN STREET,New York City,NY, 
-4931,86 ST JAMES AVENUE,New York City,NY, 
-4930,119 27 AVENUE,New York City,NY, 
-4929,43 42 STREET,New York City,NY, 
-4927,33 73 STREET,New York City,NY, 
-4926,35 84 STREET,New York City,NY, 
-4924,41 CASE STREET,New York City,NY, 
-4910,42 MAIN STREET,New York City,NY, 
-4909,43 KISSENA BOULEVARD,New York City,NY, 
-4907,41 PARSONS BOULEVARD,New York City,NY, 
-4904,40 61 STREET,New York City,NY, 
-4903,111 76 ROAD,New York City,NY, 
-4900,137 JEWEL AVENUE,New York City,NY, 
-4896,97 57 AVENUE,New York City,NY, 
-4894,62 FOREST AVENUE,New York City,NY, 
-4893,87 113 STREET,New York City,NY, 
-4884,43 158 STREET,New York City,NY, 
-4877,133 FRAME PLACE,New York City,NY, 
-4857,102 86 AVENUE,New York City,NY, 
-4854,88 PARK LANE SOUTH,New York City,NY, 
-4834,89 96 STREET,New York City,NY, 
-4830,37 88 STREET,New York City,NY, 
-4809,92 QUEENS BOULEVARD,New York City,NY, 
-4804,144 34 AVENUE,New York City,NY, 
-4803,40 ITHACA STREET,New York City,NY, 
-4799,41 77 STREET,New York City,NY, 
-4796,40 HAMPTON STREET,New York City,NY, 
-4786,98 ROOSEVELT AVENUE,New York City,NY, 
-4782,168 88 AVENUE,New York City,NY, 
-4766,133 BOOTH MEMORIAL AVENUE,New York City,NY, 
-4747,85 120 STREET,New York City,NY, 
-4725,86 PARK LANE SOUTH,New York City,NY, 
-4724,66 FLEET STREET,New York City,NY, 
-4722,92 LAMONT AVENUE,New York City,NY, 
-4716,35 146 STREET,New York City,NY, 
-4702,11 46 ROAD,New York City,NY, 
-4700,36 167 STREET,New York City,NY, 
-4693,25 23 STREET,New York City,NY, 
-4690,115 107 AVENUE,New York City,NY, 
-4671,142 PERSHING CRESCENT,New York City,NY, 
-4661,40 192 STREET,New York City,NY, 
-4656,88 179 STREET,New York City,NY, 
-4649,39 GREENPOINT AVENUE,New York City,NY, 
-4638,22 DIX AVENUE,New York City,NY, 
-4629,85 MANTON STREET,New York City,NY, 
-4620,31 CRESCENT STREET,New York City,NY, 
-4614,88 171 STREET,New York City,NY, 
-4610,530 BRIAR PLACE,New York City,NY, 
-4597,58 QUEENS BOULEVARD,New York City,NY, 
-4582,132 MAPLE AVENUE,New York City,NY, 
-4578,40 75 STREET,New York City,NY, 
-4564,31 29 STREET,New York City,NY, 
-4552,132 SANFORD AVENUE,New York City,NY, 
-4533,299 ST MARK'S PLACE,New York City,NY, 
-4513,101 DONLEY AVENUE,New York City,NY, 
-4506,1290 RICHMOND AVENUE,New York City,NY, 
-4499,155 EAST 52 STREET,New York City,NY, 
-4495,11 EAST 66 STREET,New York City,NY, 
-4490,222 EAST 75 STREET,New York City,NY, 
-4487,107 UNIVERSITY PLACE,New York City,NY, 
-4485,343 WEST 85 STREET,New York City,NY, 
-4481,28 EAST END AVENUE,New York City,NY, 
-4479,2028 BROADWAY,New York City,NY, 
-4470,16 EAST 83 STREET,New York City,NY, 
-4451,747 2 AVENUE,New York City,NY, 
-4442,261 LEXINGTON AVENUE,New York City,NY, 
-4441,27 EAST 62 STREET,New York City,NY, 
-4435,41 WEST 64 STREET,New York City,NY, 
-4434,283 7 AVENUE,New York City,NY, 
-4425,164 WEST 80 STREET,New York City,NY, 
-4424,121 EAST 31 STREET,New York City,NY, 
-4421,226 EAST 25 STREET,New York City,NY, 
-4410,66 EAST 34 STREET,New York City,NY, 
-4386,151 EAST 81 STREET,New York City,NY, 
-4385,120 WEST 79 STREET,New York City,NY, 
-4382,515 CATHEDRAL PARKWAY,New York City,NY, 
-4381,342 WEST 72 STREET,New York City,NY, 
-4380,141 EAST 33 STREET,New York City,NY, 
-4371,450 RIVERSIDE DRIVE,New York City,NY, 
-4370,235 EAST 13 STREET,New York City,NY, 
-4367,229 7 AVENUE,New York City,NY, 
-4363,204 WEST 81 STREET,New York City,NY, 
-4353,8 WEST 105 STREET,New York City,NY, 
-4350,44 EAST 81 STREET,New York City,NY, 
-4348,133 WEST 71 STREET,New York City,NY, 
-4295,213 WEST 18 STREET,New York City,NY, 
-4290,163 MOTT STREET,New York City,NY, 
-4287,235 EAST 82 STREET,New York City,NY, 
-4285,1493 YORK AVENUE,New York City,NY, 
-4276,326 EAST 11 STREET,New York City,NY, 
-4273,305 EAST 94 STREET,New York City,NY, 
-4261,144 WEST 86 STREET,New York City,NY, 
-4258,2644 BROADWAY,New York City,NY, 
-4252,34 8 AVENUE,New York City,NY, 
-4240,203 WEST 94 STREET,New York City,NY, 
-4235,67 EAST 3 STREET,New York City,NY, 
-4233,218 EAST 72 STREET,New York City,NY, 
-4232,110 EAST 1 STREET,New York City,NY, 
-4225,219 EAST 69 STREET,New York City,NY, 
-4221,135 CENTRAL PARK WEST,New York City,NY, 
-4219,253 WEST 72 STREET,New York City,NY, 
-4203,265 WEST 87 STREET,New York City,NY, 
-4197,127 EAST 110 STREET,New York City,NY, 
-4195,521 WEST STREET,New York City,NY, 
-4190,570 FT WASHINGTON AVENUE,New York City,NY, 
-4185,324 WEST 125 STREET,New York City,NY, 
-4184,434 EAST 118 STREET,New York City,NY, 
-4173,340 EAST 62 STREET,New York City,NY, 
-4170,128 EAST 85 STREET,New York City,NY, 
-4166,32 WEST 86 STREET,New York City,NY, 
-4157,308 EAST 89 STREET,New York City,NY, 
-4155,139 EAST 27 STREET,New York City,NY, 
-4145,322 EAST 39 STREET,New York City,NY, 
-4144,539 WEST 112 STREET,New York City,NY, 
-4139,200 EAST 7 STREET,New York City,NY, 
-4136,39 WEST 8 STREET,New York City,NY, 
-4133,2647 BROADWAY,New York City,NY, 
-4120,249 WEST 15 STREET,New York City,NY, 
-4116,240 EAST 2 STREET,New York City,NY, 
-4112,510 WEST 150 STREET,New York City,NY, 
-4110,884 2 AVENUE,New York City,NY, 
-4104,155 EAST 96 STREET,New York City,NY, 
-4095,323 EAST 85 STREET,New York City,NY, 
-4092,117 WEST 75 STREET,New York City,NY, 
-4088,1543 2 AVENUE,New York City,NY, 
-4085,330 EAST 71 STREET,New York City,NY, 
-4082,515 EAST 6 STREET,New York City,NY, 
-4081,54 SPRING STREET,New York City,NY, 
-4079,139 WEST 55 STREET,New York City,NY, 
-4077,464 HUDSON STREET,New York City,NY, 
-4058,231 EAST 3 STREET,New York City,NY, 
-4053,118 CHRISTOPHER STREET,New York City,NY, 
-4047,321 EAST 66 STREET,New York City,NY, 
-4044,105 PINEHURST AVENUE,New York City,NY, 
-4038,444 WEST 48 STREET,New York City,NY, 
-4035,1515 LEXINGTON AVENUE,New York City,NY, 
-4031,68 WEST 3 STREET,New York City,NY, 
-4021,508 BROOME STREET,New York City,NY, 
-4018,222 LAFAYETTE STREET,New York City,NY, 
-4012,140 WEST 105 STREET,New York City,NY, 
-4010,152 EAST 22 STREET,New York City,NY, 
-4002,151 EAST 80 STREET,New York City,NY, 
-4000,107 EAST 100 STREET,New York City,NY, 
-3988,61 BAYARD STREET,New York City,NY, 
-3986,136 WEST 4 STREET,New York City,NY, 
-3979,231 WEST 15 STREET,New York City,NY, 
-3975,244 EAST HOUSTON STREET,New York City,NY, 
-3971,307 WEST 57 STREET,New York City,NY, 
-3965,304 EAST 20 STREET,New York City,NY, 
-3960,220 WEST 21 STREET,New York City,NY, 
-3958,54 WEST 106 STREET,New York City,NY, 
-3957,166 3 AVENUE,New York City,NY, 
-3955,306 WEST 112 STREET,New York City,NY, 
-3954,226 WEST 17 STREET,New York City,NY, 
-3942,207 EAST 37 STREET,New York City,NY, 
-3933,231 EAST 13 STREET,New York City,NY, 
-3929,80 MADISON AVENUE,New York City,NY, 
-3927,420 EAST 13 STREET,New York City,NY, 
-3925,90 RIVINGTON STREET,New York City,NY, 
-3920,270 WEST 25 STREET,New York City,NY, 
-3919,117 WEST 74 STREET,New York City,NY, 
-3918,15 MOTT STREET,New York City,NY, 
-3912,45 WEST 60 STREET,New York City,NY, 
-3911,1308 3 AVENUE,New York City,NY, 
-3908,2526 8 AVENUE,New York City,NY, 
-3905,213 WEST 16 STREET,New York City,NY, 
-3903,158 WEST 81 STREET,New York City,NY, 
-3895,113 EAST 31 STREET,New York City,NY, 
-3893,195 HESTER STREET,New York City,NY, 
-3876,78 IRVING PLACE,New York City,NY, 
-3850,1361 AVENUE OF THE AMERIC,New York City,NY, 
-3847,83 MULBERRY STREET,New York City,NY, 
-3841,246 MOTT STREET,New York City,NY, 
-3838,94 EAST BROADWAY,New York City,NY, 
-3835,273 WEST 10 STREET,New York City,NY, 
-3832,176 EAST 3 STREET,New York City,NY, 
-3821,337 WEST 14 STREET,New York City,NY, 
-3818,300 EAST 3 STREET,New York City,NY, 
-3813,455 NORTH END AVENUE,New York City,NY, 
-3809,394 EAST 8 STREET,New York City,NY, 
-3805,78 EAST 3 STREET,New York City,NY, 
-3796,315 WEST 102 STREET,New York City,NY, 
-3790,118 WEST 23 STREET,New York City,NY, 
-3781,311 WEST 111 STREET,New York City,NY, 
-3778,1158 1 AVENUE,New York City,NY, 
-3774,50 WEST 72 STREET,New York City,NY, 
-3767,178 5 AVENUE,New York City,NY, 
-3746,66 WEST 10 STREET,New York City,NY, 
-3744,351 EAST 84 STREET,New York City,NY, 
-3725,1414 YORK AVENUE,New York City,NY, 
-3711,62 EAST 117 STREET,New York City,NY, 
-3707,303 WEST 21 STREET,New York City,NY, 
-3704,419 WEST 118 STREET,New York City,NY, 
-3701,100 SULLIVAN STREET,New York City,NY, 
-3699,300 EAST 46 STREET,New York City,NY, 
-3688,42 THAYER STREET,New York City,NY, 
-3686,730 RIVERSIDE DRIVE,New York City,NY, 
-3684,546 LA GUARDIA PLACE,New York City,NY, 
-3679,86 EAST 3 STREET,New York City,NY, 
-3671,29 5 AVENUE,New York City,NY, 
-3665,445 RIVERSIDE DRIVE,New York City,NY, 
-3662,521 WEST 112 STREET,New York City,NY, 
-3655,10 WEST 135 STREET,New York City,NY, 
-3643,1201 AMSTERDAM AVENUE,New York City,NY, 
-3638,729 WEST 186 STREET,New York City,NY, 
-3636,46 WEST 87 STREET,New York City,NY, 
-3624,1940 1 AVENUE,New York City,NY, 
-3619,2053 FREDRICK DOUGLASS BL,New York City,NY, 
-3610,205 WEST 148 STREET,New York City,NY, 
-3602,424 EAST 13 STREET,New York City,NY, 
-3585,2196 FREDRICK DOUGLASS BL,New York City,NY, 
-3577,274 WEST 115 STREET,New York City,NY, 
-3576,23 GROVE STREET,New York City,NY, 
-3573,300 WEST 112 STREET,New York City,NY, 
-3564,12 WEST 68 STREET,New York City,NY, 
-3552,412 CATHEDRAL PARKWAY,New York City,NY, 
-3546,853 7 AVENUE,New York City,NY, 
-3545,121 ORCHARD STREET,New York City,NY, 
-3541,20 PARK AVENUE,New York City,NY, 
-3540,318 EAST 34 STREET,New York City,NY, 
-3535,520 WEST 43 STREET,New York City,NY, 
-3531,306 WEST 75 STREET,New York City,NY, 
-3522,1380 AVENUE OF THE AMERIC,New York City,NY, 
-3519,3 EXTRA PLACE,New York City,NY, 
-3516,204 WEST 111 STREET,New York City,NY, 
-3515,106 BAYARD STREET,New York City,NY, 
-3513,1066 1 AVENUE,New York City,NY, 
-3512,1501 LEXINGTON AVENUE,New York City,NY, 
-3505,53 ST NICHOLAS AVENUE,New York City,NY, 
-3501,313 WEST 98 STREET,New York City,NY, 
-3483,315 CENTRAL PARK WEST,New York City,NY, 
-3475,226 EAST 85 STREET,New York City,NY, 
-3467,1211 AMSTERDAM AVENUE,New York City,NY, 
-3466,315 EAST 85 STREET,New York City,NY, 
-3464,832 WEST END AVENUE,New York City,NY, 
-3455,328 EAST 43 STREET,New York City,NY, 
-3453,338 EAST 70 STREET,New York City,NY, 
-3450,2041 1 AVENUE,New York City,NY, 
-3448,527 EAST 13 STREET,New York City,NY, 
-3446,875 1 AVENUE,New York City,NY, 
-3439,393 EDGECOMBE AVENUE,New York City,NY, 
-3435,417 EAST 70 STREET,New York City,NY, 
-3434,240 WEST 122 STREET,New York City,NY, 
-3433,280 WEST 117 STREET,New York City,NY, 
